"ID","firstname","lastname","player","playerURL","team","position","injury","status","date"
"1330","Melvin","Ajinca","Melvin Ajinca","/euro/player/melvin-ajinca-1330","ASV","F","Undisclosed","Game Time Decision",2026-03-22
"1292","Kamar","Baldwin","Kamar Baldwin","/euro/player/kamar-baldwin-1292","BAY","G","Thigh","Game Time Decision",2026-03-22
"1378","Jilson","Bango","Jilson Bango","/euro/player/jilson-bango-1378","FBB","C","Knee","OUT",2026-03-22
"277","Rodrigue","Beaubois","Rodrigue Beaubois","/euro/player/rodrigue-beaubois-277","EFS","G","Illness","Game Time Decision",2026-03-22
"1444","Oshae","Brissett","Oshae Brissett","/euro/player/oshae-brissett-1444","MTA","F","Personal","Game Time Decision",2026-03-22
"708","Lorenzo","Brown","Lorenzo Brown","/euro/player/lorenzo-brown-708","EA7","G","Not Injury Related","OUT",2026-03-22
"998","Isaiah","Canaan","Isaiah Canaan","/euro/player/isaiah-canaan-998","CZV","G","Knee","OUT",2026-03-22
"1413","Brice","Dessert","Brice Dessert","/euro/player/brice-dessert-1413","EFS","C","Knee","Game Time Decision",2026-03-22
"1208","Khalifa","Diop","Khalifa Diop","/euro/player/khalifa-diop-1208","BKN","C","Knee","OUT",2026-03-22
"254","Bryant","Dunston","Bryant Dunston","/euro/player/bryant-dunston-254","EA7","C","Finger","OUT",2026-03-22
"1531","Amit","Ebo","Amit Ebo","/euro/player/amit-ebo-1531","MTA","G","Not Injury Related","Game Time Decision",2026-03-22
"548","Tyler","Ennis","Tyler Ennis","/euro/player/tyler-ennis-548","HTA","G","Achilles","OUT",2026-03-22
"972","Keenan","Evans","Keenan Evans","/euro/player/keenan-evans-972","OLY","G","Achilles","OUT",2026-03-22
"859","Moustapha","Fall","Moustapha Fall","/euro/player/moustapha-fall-859","OLY","C","Knee","OUT",2026-03-22
"791","Diego","Flaccadori","Diego Flaccadori","/euro/player/diego-flaccadori-791","EA7","G","Finger","OUT",2026-03-22
"1436","Tomer","Ginat","Tomer Ginat","/euro/player/tomer-ginat-1436","HTA","F","Knee","OUT",2026-03-22
"297","Elias","Harris","Elias Harris","/euro/player/elias-harris-297","BAY","C","Knee","OUT",2026-03-22
"1139","Markus","Howard","Markus Howard","/euro/player/markus-howard-1139","BKN","G","Thigh","OUT",2026-03-22
"1420","Ebuka","Izundu","Ebuka Izundu","/euro/player/ebuka-izundu-1420","CZV","C","Undisclosed","Game Time Decision",2026-03-22
"1107","Mam","Jaiteh","Mam Jaiteh","/euro/player/mam-jaiteh-1107","DUB","C","Achilles","OUT",2026-03-22
"511","Mike","James","Mike James","/euro/player/mike-james-511","ASM","G","Hamstring","OUT",2026-03-22
"1300","Mikael","Jantunen","Mikael Jantunen","/euro/player/mikael-jantunen-1300","FBB","F","Undisclosed","Game Time Decision",2026-03-22
"1488","Stefan","Joksimovic","Stefan Joksimovic","/euro/player/stefan-joksimovic-1488","BKN","F","Shoulder","Game Time Decision",2026-03-22
"656","Rokas","Jokubaitis","Rokas Jokubaitis","/euro/player/rokas-jokubaitis-656","BAY","G","Knee","OUT",2026-03-22
"594","Stefan","Jovic","Stefan Jovic","/euro/player/stefan-jovic-594","BAY","G","Illness","Game Time Decision",2026-03-22
"1309","Leon","Kratzer","Leon Kratzer","/euro/player/leon-kratzer-1309","BAY","C","Illness","Game Time Decision",2026-03-22
"339","Rodions","Kurucs","Rodions Kurucs","/euro/player/rodions-kurucs-339","BKN","F","Foot","Game Time Decision",2026-03-22
"678","Nicolas","Laprovittola","Nicolas Laprovittola","/euro/player/nicolas-laprovittola-678","BAR","G","Thigh","OUT",2026-03-22
"557","Shane","Larkin","Shane Larkin","/euro/player/shane-larkin-557","EFS","G","Groin","OUT",2026-03-22
"1446","T.J.","Leaf","T.J. Leaf","/euro/player/tj-leaf-1446","MTA","F","Shoulder","OUT",2026-03-22
"294","Maodo","Lo","Maodo Lo","/euro/player/maodo-lo-294","ZAL","G","Illness","Game Time Decision",2026-03-22
"1109","Xabi","Lopez-Arostegui","Xabi Lopez-Arostegui","/euro/player/xabi-lopez-arostegui-1109","VBC","G","Hamstring","Game Time Decision",2026-03-22
"928","Iffe","Lundberg","Iffe Lundberg","/euro/player/iffe-lundberg-928","MTA","G","Achilles","OUT",2026-03-22
"689","Vanja","Marinkovic","Vanja Marinkovic","/euro/player/vanja-marinkovic-689","PAR","F","Achilles","OUT",2026-03-22
"1402","Nate","Mason","Nate Mason","/euro/player/nate-mason-1402","DUB","G","Back","OUT",2026-03-22
"1334","David","McCormack","David McCormack","/euro/player/david-mccormack-1334","BAY","C","Illness","Game Time Decision",2026-03-22
"347","Nicolo","Melli","Nicolo Melli","/euro/player/nicolo-melli-347","FBB","F","Foot","OUT",2026-03-22
"671","Nikola","Mirotic","Nikola Mirotic","/euro/player/nikola-mirotic-671","ASM","C","Foot","OUT",2026-03-22
"1287","Jean","Montero","Jean Montero","/euro/player/jean-montero-1287","VBC","G","Hand","Game Time Decision",2026-03-22
"805","Mario","Nakic","Mario Nakic","/euro/player/mario-nakic-805","PAR","F","Knee","OUT",2026-03-22
"1313","Frank","Ntilikina","Frank Ntilikina","/euro/player/frank-ntilikina-1313","OLY","G","Groin","Game Time Decision",2026-03-22
"920","Juan","Nunez","Juan Nunez","/euro/player/juan-nunez-920","BAR","G","Knee","OUT",2026-03-22
"1437","Tai","Odiase","Tai Odiase","/euro/player/tai-odiase-1437","HTA","C","Undisclosed","Game Time Decision",2026-03-22
